Time (mm:ss),Voltage
0:01,0
0:01,0
0:01,0
0:02,0
0:02,0
0:02,0
0:02,0
0:02,0
0:03,1.43
0:03,2.34
0:03,2.32
0:03,2.59
0:03,2.5
0:04,2.85
0:04,3.29
0:04,3.66
0:04,4.19
0:04,4.29
0:05,4.91
0:05,4.51
0:05,5.37
0:05,5.69
0:05,6.28
0:06,6.99
0:06,7.51
0:06,9.49
0:06,9.64
0:06,9.96
0:07,10.14
0:07,11.54
0:07,16.47
0:07,16.48
0:07,16.48
0:08,16.48
0:08,16.05
0:08,2.24
0:08,0
0:08,0
0:09,0
